id,workload,max_width,tasktype
0,42,1,FMULT
1,83,4,MEMORY
2,90,4,SIMD
3,31,1,MEMORY
4,72,4,MEMORY
5,85,2,SIMD
6,56,4,SIMD
7,21,1,FMULT
8,88,2,SIMD
9,45,2,MEMORY
10,58,2,SIMD
11,95,4,SIMD
12,29,2,FMULT
13,31,1,FMULT
14,81,2,SIMD
15,27,1,FMULT
16,9,2,SIMD
17,53,4,FMULT
18,84,2,SIMD
19,19,1,SIMD
20,97,4,MEMORY
21,91,4,SIMD
22,90,4,SIMD
23,97,4,SIMD
24,28,2,SIMD
25,27,1,MEMORY
26,24,1,FMULT
27,70,2,FMULT
28,72,2,MEMORY
29,81,4,MEMORY
30,93,4,SIMD
31,45,1,FMULT
32,31,2,MEMORY
33,85,4,FMULT
34,93,2,SIMD
35,38,2,MEMORY
36,25,1,MEMORY
37,36,2,SIMD
38,93,2,SIMD
39,38,4,MEMORY
40,25,4,MEMORY
41,30,2,SIMD
42,30,4,MEMORY
43,20,2,SIMD
44,49,4,FMULT
45,19,1,MEMORY
46,5,1,FMULT
47,39,2,MEMORY
48,27,2,FMULT
49,54,2,SIMD
