id,workload,max_width,tasktype
0,26,4,FMULT
1,21,4,FMULT
2,2,4,FMULT
3,5,2,MEMORY
4,82,4,FMULT
5,3,4,FMULT
6,35,2,SIMD
7,32,4,FMULT
8,76,4,FMULT
9,32,4,MEMORY
10,26,1,MEMORY
11,76,2,SIMD
12,43,1,SIMD
13,24,2,MEMORY
14,52,4,FMULT
15,4,2,FMULT
16,97,4,MEMORY
17,52,4,MEMORY
18,5,2,SIMD
19,25,2,MEMORY
20,22,1,MEMORY
21,67,2,FMULT
22,7,2,MEMORY
23,50,1,MEMORY
24,99,2,SIMD
25,52,2,MEMORY
26,25,2,SIMD
27,50,2,FMULT
28,49,1,MEMORY
29,34,2,SIMD
30,68,2,MEMORY
31,45,2,MEMORY
32,90,4,MEMORY
33,91,2,FMULT
34,77,2,MEMORY
35,7,1,SIMD
36,34,4,MEMORY
37,4,1,SIMD
38,34,2,MEMORY
39,1,1,FMULT
40,59,4,FMULT
41,16,1,SIMD
42,52,2,SIMD
43,30,4,SIMD
44,91,4,SIMD
45,59,2,SIMD
46,37,1,FMULT
47,85,2,MEMORY
48,33,4,SIMD
49,13,4,SIMD
