id,workload,max_width,tasktype
0,44,2,SIMD
1,44,2,FMULT
2,77,4,MEMORY
3,22,1,MEMORY
4,67,4,SIMD
5,32,2,SIMD
6,44,1,MEMORY
7,34,1,FMULT
8,3,2,SIMD
9,26,2,MEMORY
10,4,4,SIMD
11,96,4,MEMORY
12,89,4,FMULT
13,79,2,SIMD
14,26,2,FMULT
15,25,4,FMULT
16,39,4,FMULT
17,43,4,SIMD
18,23,4,MEMORY
19,95,4,FMULT
20,13,4,SIMD
21,99,4,MEMORY
22,50,1,MEMORY
23,91,2,FMULT
24,65,4,SIMD
25,59,4,MEMORY
26,97,2,SIMD
27,62,4,MEMORY
28,83,2,MEMORY
29,89,2,FMULT
30,26,4,SIMD
31,46,2,MEMORY
32,5,2,SIMD
33,35,1,SIMD
34,14,2,SIMD
35,17,1,SIMD
36,86,4,SIMD
37,87,2,SIMD
38,45,4,MEMORY
39,9,1,MEMORY
40,72,2,FMULT
41,34,2,SIMD
42,36,4,FMULT
43,28,1,FMULT
44,53,4,SIMD
45,29,1,SIMD
46,51,4,FMULT
47,35,2,MEMORY
48,3,2,MEMORY
49,87,4,FMULT
50,68,4,SIMD
51,16,1,SIMD
52,29,1,FMULT
53,62,2,MEMORY
54,7,1,FMULT
55,63,4,MEMORY
56,19,4,FMULT
57,95,4,SIMD
58,1,4,FMULT
59,82,2,SIMD
