id,workload,max_width,tasktype
0,21,4,MEMORY
1,91,4,MEMORY
2,74,4,MEMORY
3,54,2,SIMD
4,26,2,SIMD
5,61,2,FMULT
6,35,4,MEMORY
7,21,2,FMULT
8,81,4,SIMD
9,47,1,FMULT
10,9,1,MEMORY
11,13,4,SIMD
12,91,2,FMULT
13,12,2,SIMD
14,39,4,FMULT
15,78,4,SIMD
16,13,4,MEMORY
17,31,4,FMULT
18,74,2,MEMORY
19,54,2,MEMORY
20,3,4,FMULT
21,82,2,MEMORY
22,55,2,SIMD
23,70,4,MEMORY
24,2,4,SIMD
25,3,2,MEMORY
26,4,4,SIMD
27,43,4,MEMORY
28,41,4,SIMD
29,67,2,MEMORY
30,19,2,MEMORY
31,18,4,FMULT
32,28,2,SIMD
33,23,1,FMULT
34,68,4,MEMORY
35,59,2,SIMD
36,49,2,FMULT
37,48,4,FMULT
38,29,1,MEMORY
39,24,4,FMULT
40,13,1,MEMORY
41,42,2,FMULT
42,40,4,SIMD
43,39,4,MEMORY
44,89,2,MEMORY
45,25,2,MEMORY
46,31,4,MEMORY
47,20,2,MEMORY
48,91,2,FMULT
49,47,2,MEMORY
