id,workload,max_width,tasktype
0,14,1,SIMD
1,97,4,FMULT
2,89,2,SIMD
3,75,2,SIMD
4,31,4,MEMORY
5,50,4,MEMORY
6,75,4,SIMD
7,90,2,SIMD
8,45,2,FMULT
9,58,2,MEMORY
10,56,4,FMULT
11,94,4,SIMD
12,79,4,MEMORY
13,75,2,MEMORY
14,40,2,FMULT
15,17,2,FMULT
16,96,4,FMULT
17,36,2,MEMORY
18,37,4,SIMD
19,52,4,SIMD
20,68,2,FMULT
21,39,1,FMULT
22,26,4,FMULT
23,36,1,FMULT
24,69,2,FMULT
25,73,2,MEMORY
26,12,4,MEMORY
27,67,4,FMULT
28,44,2,FMULT
29,37,4,MEMORY
30,67,2,SIMD
31,29,1,FMULT
32,47,1,MEMORY
33,36,4,FMULT
34,71,4,MEMORY
35,14,4,FMULT
36,52,2,SIMD
37,5,2,FMULT
38,24,2,FMULT
39,72,4,MEMORY
40,22,1,FMULT
41,72,2,FMULT
42,46,2,FMULT
43,46,4,FMULT
44,78,2,SIMD
45,32,1,SIMD
46,17,2,MEMORY
47,82,4,MEMORY
48,89,4,SIMD
49,22,1,FMULT
50,40,4,FMULT
51,89,2,SIMD
52,40,1,MEMORY
53,12,1,MEMORY
54,54,2,SIMD
55,4,2,SIMD
56,63,4,FMULT
57,70,4,SIMD
58,23,4,FMULT
59,30,1,MEMORY
