id,workload,max_width,tasktype
0,43,4,FMULT
1,40,2,SIMD
2,9,2,FMULT
3,16,2,MEMORY
4,97,2,MEMORY
5,18,2,MEMORY
6,99,4,SIMD
7,77,4,SIMD
8,44,1,FMULT
9,82,4,MEMORY
10,87,2,FMULT
11,94,4,FMULT
12,80,2,FMULT
13,23,2,MEMORY
14,1,1,SIMD
15,96,4,SIMD
16,71,4,MEMORY
17,6,4,MEMORY
18,53,2,MEMORY
19,69,4,SIMD
20,83,4,FMULT
21,26,2,SIMD
22,52,2,SIMD
23,85,4,MEMORY
24,45,1,SIMD
25,63,2,FMULT
26,22,4,SIMD
27,92,4,SIMD
28,24,4,MEMORY
29,32,4,MEMORY
30,3,4,SIMD
31,27,1,FMULT
32,51,4,SIMD
33,64,2,SIMD
34,19,4,SIMD
35,47,4,FMULT
36,53,4,MEMORY
37,23,4,MEMORY
38,13,4,SIMD
39,74,2,MEMORY
