id,workload,max_width,tasktype
0,96,2,SIMD
1,90,2,SIMD
2,3,4,MEMORY
3,94,4,SIMD
4,36,2,MEMORY
5,60,2,MEMORY
6,45,2,MEMORY
7,45,4,MEMORY
8,97,2,SIMD
9,14,1,MEMORY
10,69,2,FMULT
11,41,2,SIMD
12,29,4,MEMORY
13,42,2,FMULT
14,72,4,MEMORY
15,56,4,MEMORY
16,59,4,FMULT
17,26,4,SIMD
18,63,4,SIMD
19,34,2,MEMORY
20,21,2,MEMORY
21,49,4,MEMORY
22,30,1,SIMD
23,39,4,FMULT
24,58,4,MEMORY
25,47,1,MEMORY
26,32,1,MEMORY
27,68,4,FMULT
28,87,4,FMULT
29,36,4,MEMORY
30,19,2,SIMD
31,57,2,SIMD
32,6,1,MEMORY
33,87,4,FMULT
34,62,2,MEMORY
35,21,2,SIMD
36,74,2,FMULT
37,77,4,MEMORY
38,37,1,MEMORY
39,44,1,MEMORY
40,17,1,SIMD
41,9,2,MEMORY
42,58,2,FMULT
43,30,2,FMULT
44,17,2,FMULT
45,1,4,SIMD
46,61,2,SIMD
47,87,2,FMULT
48,100,2,FMULT
49,42,2,FMULT
