id,workload,max_width,tasktype
0,25,1,FMULT
1,40,2,FMULT
2,51,4,SIMD
3,87,4,FMULT
4,22,4,SIMD
5,23,4,FMULT
6,33,4,MEMORY
7,61,2,SIMD
8,59,4,MEMORY
9,34,1,SIMD
10,16,2,FMULT
11,84,4,SIMD
12,30,1,SIMD
13,48,1,MEMORY
14,50,4,MEMORY
15,60,4,FMULT
16,44,1,FMULT
17,50,1,FMULT
18,77,2,SIMD
19,99,4,MEMORY
20,16,2,MEMORY
21,58,4,FMULT
22,87,4,MEMORY
23,86,4,MEMORY
24,84,4,FMULT
25,29,2,MEMORY
26,62,2,FMULT
27,19,1,FMULT
28,3,4,MEMORY
29,6,4,SIMD
30,41,4,FMULT
31,57,4,FMULT
32,13,1,MEMORY
33,67,4,MEMORY
34,27,1,SIMD
35,95,2,MEMORY
36,55,2,FMULT
37,15,4,MEMORY
38,82,2,SIMD
39,92,4,MEMORY
40,46,4,FMULT
41,94,2,FMULT
42,52,4,FMULT
43,21,1,FMULT
44,84,4,FMULT
45,42,2,FMULT
46,97,4,FMULT
47,28,1,FMULT
48,55,4,FMULT
49,38,2,MEMORY
50,33,4,FMULT
51,67,2,MEMORY
52,17,1,MEMORY
53,5,4,MEMORY
54,12,4,MEMORY
55,85,2,MEMORY
56,38,4,FMULT
57,23,2,SIMD
58,8,1,SIMD
59,6,4,FMULT
