id,workload,max_width,tasktype
0,43,4,SIMD
1,21,2,MEMORY
2,10,4,SIMD
3,49,1,FMULT
4,82,4,FMULT
5,43,4,SIMD
6,68,2,MEMORY
7,2,2,SIMD
8,13,1,FMULT
9,87,2,FMULT
10,35,2,MEMORY
11,25,1,SIMD
12,11,2,SIMD
13,20,4,SIMD
14,24,4,SIMD
15,18,1,SIMD
16,1,1,SIMD
17,32,2,SIMD
18,28,1,SIMD
19,39,4,SIMD
20,90,2,MEMORY
21,94,2,FMULT
22,4,4,SIMD
23,54,2,FMULT
24,1,4,FMULT
25,6,4,SIMD
26,68,2,FMULT
27,34,4,SIMD
28,3,2,SIMD
29,34,1,MEMORY
30,10,4,MEMORY
31,50,1,MEMORY
32,71,2,SIMD
33,38,2,SIMD
34,43,1,MEMORY
35,91,2,FMULT
36,20,4,FMULT
37,25,2,MEMORY
38,73,4,MEMORY
39,84,2,FMULT
40,49,4,MEMORY
41,86,2,FMULT
42,64,2,SIMD
43,25,4,MEMORY
44,10,2,MEMORY
45,40,1,MEMORY
46,52,2,FMULT
47,58,4,FMULT
48,100,4,FMULT
49,27,4,FMULT
50,85,2,MEMORY
51,2,2,MEMORY
52,58,2,FMULT
53,86,4,FMULT
54,87,4,SIMD
55,70,2,MEMORY
56,66,4,MEMORY
57,4,4,SIMD
58,98,2,MEMORY
59,54,4,MEMORY
