id,workload,max_width,tasktype
0,58,4,SIMD
1,12,1,MEMORY
2,9,4,SIMD
3,32,2,MEMORY
4,76,2,MEMORY
5,71,2,MEMORY
6,3,4,FMULT
7,100,4,MEMORY
8,37,2,MEMORY
9,85,2,FMULT
10,88,4,SIMD
11,12,1,FMULT
12,96,2,MEMORY
13,71,4,SIMD
14,10,4,SIMD
15,65,2,MEMORY
16,60,2,MEMORY
17,99,4,SIMD
18,26,1,SIMD
19,99,2,SIMD
20,41,1,FMULT
21,95,4,FMULT
22,32,2,MEMORY
23,89,4,SIMD
24,59,2,MEMORY
25,39,2,FMULT
26,66,4,MEMORY
27,76,4,FMULT
28,2,4,SIMD
29,5,4,FMULT
30,14,2,MEMORY
31,73,2,SIMD
32,6,1,SIMD
33,40,1,SIMD
34,21,1,MEMORY
35,28,1,MEMORY
36,34,2,MEMORY
37,48,4,MEMORY
38,73,4,SIMD
39,43,4,MEMORY
40,23,4,SIMD
41,8,4,MEMORY
42,43,2,FMULT
43,36,4,FMULT
44,52,2,MEMORY
45,7,4,FMULT
46,33,4,FMULT
47,12,1,MEMORY
48,90,4,MEMORY
49,13,1,FMULT
