id,workload,max_width,tasktype
0,31,2,FMULT
1,76,2,FMULT
2,97,4,SIMD
3,47,4,SIMD
4,15,2,FMULT
5,35,4,SIMD
6,43,4,FMULT
7,33,2,FMULT
8,38,2,SIMD
9,5,2,MEMORY
10,41,4,MEMORY
11,46,2,MEMORY
12,69,2,MEMORY
13,59,2,SIMD
14,55,4,SIMD
15,6,1,MEMORY
16,21,1,SIMD
17,90,2,SIMD
18,13,4,SIMD
19,36,2,MEMORY
20,6,4,SIMD
21,2,2,FMULT
22,34,1,SIMD
23,38,4,SIMD
24,7,2,SIMD
25,72,2,FMULT
26,50,4,MEMORY
27,64,2,FMULT
28,4,2,SIMD
29,25,1,SIMD
30,36,2,MEMORY
31,84,4,MEMORY
32,70,4,MEMORY
33,72,2,FMULT
34,37,2,FMULT
35,76,4,MEMORY
36,29,4,SIMD
37,63,2,MEMORY
38,42,2,MEMORY
39,70,2,MEMORY
40,99,4,MEMORY
41,45,2,SIMD
42,63,2,FMULT
43,20,2,FMULT
44,47,2,SIMD
45,12,4,MEMORY
46,7,1,MEMORY
47,29,4,FMULT
48,6,1,MEMORY
49,72,2,FMULT
50,56,4,SIMD
51,61,2,FMULT
52,98,2,SIMD
53,21,4,FMULT
54,30,1,MEMORY
55,43,2,FMULT
56,97,4,SIMD
57,21,1,FMULT
58,64,4,FMULT
59,45,4,FMULT
