id,workload,max_width,tasktype
0,2,1,SIMD
1,21,2,SIMD
2,31,4,MEMORY
3,56,4,SIMD
4,7,4,SIMD
5,51,4,MEMORY
6,86,4,SIMD
7,26,2,MEMORY
8,21,2,FMULT
9,32,2,FMULT
10,72,4,MEMORY
11,28,1,MEMORY
12,30,2,FMULT
13,34,2,SIMD
14,36,2,MEMORY
15,8,1,SIMD
16,88,2,MEMORY
17,10,4,FMULT
18,3,2,FMULT
19,43,1,FMULT
20,64,4,SIMD
21,27,4,FMULT
22,84,4,MEMORY
23,15,1,MEMORY
24,37,1,FMULT
25,33,1,SIMD
26,8,4,FMULT
27,97,4,FMULT
28,24,4,MEMORY
29,30,2,SIMD
30,23,2,FMULT
31,1,2,MEMORY
32,54,4,MEMORY
33,33,2,FMULT
34,100,2,MEMORY
35,50,1,MEMORY
36,47,4,FMULT
37,15,1,SIMD
38,33,2,SIMD
39,38,1,MEMORY
40,38,2,FMULT
41,3,2,MEMORY
42,70,2,FMULT
43,17,2,MEMORY
44,80,4,FMULT
45,50,2,FMULT
46,97,2,MEMORY
47,61,4,SIMD
48,35,2,FMULT
49,8,4,MEMORY
