id,workload,max_width,tasktype
0,2,2,FMULT
1,39,4,FMULT
2,82,2,MEMORY
3,3,1,SIMD
4,6,1,SIMD
5,24,4,FMULT
6,64,4,FMULT
7,82,2,FMULT
8,12,4,MEMORY
9,40,4,MEMORY
10,20,4,FMULT
11,64,4,MEMORY
12,7,1,SIMD
13,6,1,MEMORY
14,100,4,SIMD
15,72,4,SIMD
16,3,1,SIMD
17,34,4,FMULT
18,15,1,FMULT
19,3,4,FMULT
20,63,2,MEMORY
21,12,1,FMULT
22,81,4,FMULT
23,2,4,MEMORY
24,82,4,SIMD
25,7,1,MEMORY
26,3,1,MEMORY
27,9,2,MEMORY
28,12,2,FMULT
29,94,4,FMULT
30,54,2,FMULT
31,66,2,FMULT
32,29,4,MEMORY
33,78,4,FMULT
34,33,1,MEMORY
35,26,2,MEMORY
36,70,4,MEMORY
37,26,2,SIMD
38,21,4,SIMD
39,10,2,SIMD
40,57,2,FMULT
41,22,1,SIMD
42,54,4,FMULT
43,48,1,FMULT
44,23,2,SIMD
45,91,2,SIMD
46,57,4,MEMORY
47,25,2,FMULT
48,32,1,MEMORY
49,72,4,SIMD
50,98,4,FMULT
51,89,2,SIMD
52,50,1,SIMD
53,81,4,FMULT
54,18,1,MEMORY
55,66,2,SIMD
56,96,2,FMULT
57,95,4,FMULT
58,85,4,MEMORY
59,42,4,MEMORY
