id,workload,max_width,tasktype
0,82,2,MEMORY
1,90,2,FMULT
2,13,1,MEMORY
3,37,4,SIMD
4,47,2,MEMORY
5,60,4,MEMORY
6,7,4,SIMD
7,19,2,SIMD
8,7,1,MEMORY
9,98,2,FMULT
10,77,2,MEMORY
11,2,4,SIMD
12,63,2,MEMORY
13,63,4,MEMORY
14,5,2,SIMD
15,54,2,FMULT
16,8,2,FMULT
17,36,4,MEMORY
18,96,4,FMULT
19,5,2,FMULT
20,22,4,FMULT
21,76,4,SIMD
22,16,2,MEMORY
23,61,2,MEMORY
24,52,2,MEMORY
25,28,1,MEMORY
26,73,2,MEMORY
27,39,1,MEMORY
28,44,2,MEMORY
29,86,4,SIMD
30,3,4,SIMD
31,50,1,MEMORY
32,53,4,FMULT
33,6,4,SIMD
34,35,4,FMULT
35,44,1,FMULT
36,67,4,MEMORY
37,28,4,SIMD
38,60,2,FMULT
39,31,2,SIMD
40,45,2,SIMD
41,99,2,FMULT
42,87,4,MEMORY
43,12,4,FMULT
44,32,4,MEMORY
45,70,4,MEMORY
46,65,4,SIMD
47,73,2,SIMD
48,100,2,SIMD
49,86,4,SIMD
