id,workload,max_width,tasktype
0,58,2,MEMORY
1,11,1,SIMD
2,30,1,MEMORY
3,4,1,MEMORY
4,48,2,SIMD
5,70,2,MEMORY
6,15,1,MEMORY
7,34,2,MEMORY
8,16,2,SIMD
9,41,2,MEMORY
10,78,4,SIMD
11,69,4,FMULT
12,61,4,FMULT
13,6,1,FMULT
14,92,4,MEMORY
15,99,2,MEMORY
16,77,2,MEMORY
17,73,2,FMULT
18,14,1,FMULT
19,62,4,FMULT
20,80,4,FMULT
21,82,4,SIMD
22,7,2,MEMORY
23,3,2,MEMORY
24,73,2,FMULT
25,53,4,MEMORY
26,16,2,SIMD
27,8,2,FMULT
28,39,2,MEMORY
29,1,2,FMULT
30,22,4,SIMD
31,2,4,FMULT
32,48,4,MEMORY
33,20,4,SIMD
34,48,1,SIMD
35,29,4,MEMORY
36,27,1,FMULT
37,16,2,FMULT
38,25,4,SIMD
39,37,2,MEMORY
