id,workload,max_width,tasktype
0,4,2,SIMD
1,38,1,SIMD
2,61,2,FMULT
3,80,2,SIMD
4,50,1,FMULT
5,5,2,MEMORY
6,90,4,MEMORY
7,11,1,SIMD
8,13,1,FMULT
9,25,1,FMULT
10,41,4,FMULT
11,78,2,MEMORY
12,22,2,MEMORY
13,70,4,MEMORY
14,87,2,MEMORY
15,86,2,MEMORY
16,47,4,MEMORY
17,10,1,SIMD
18,44,1,SIMD
19,68,2,MEMORY
20,38,4,MEMORY
21,32,2,MEMORY
22,57,2,SIMD
23,13,4,FMULT
24,3,4,MEMORY
25,73,4,FMULT
26,77,4,MEMORY
27,28,1,MEMORY
28,18,1,FMULT
29,61,2,FMULT
30,2,4,FMULT
31,86,2,SIMD
32,27,2,SIMD
33,35,1,SIMD
34,7,4,FMULT
35,8,4,FMULT
36,18,4,MEMORY
37,72,2,FMULT
38,57,4,FMULT
39,3,1,MEMORY
40,42,1,MEMORY
41,50,2,SIMD
42,19,1,FMULT
43,23,4,FMULT
44,99,4,MEMORY
45,83,4,FMULT
46,58,2,SIMD
47,79,2,MEMORY
48,88,2,SIMD
49,9,4,SIMD
