id,workload,max_width,tasktype
0,71,2,SIMD
1,65,2,SIMD
2,31,2,FMULT
3,37,4,FMULT
4,11,1,MEMORY
5,94,4,FMULT
6,8,4,SIMD
7,20,2,SIMD
8,36,2,MEMORY
9,40,2,MEMORY
10,61,4,SIMD
11,22,4,SIMD
12,32,4,MEMORY
13,30,1,FMULT
14,23,1,FMULT
15,70,2,FMULT
16,19,2,FMULT
17,34,4,FMULT
18,94,2,FMULT
19,25,4,FMULT
20,6,2,FMULT
21,16,1,SIMD
22,75,4,SIMD
23,47,4,FMULT
24,48,1,MEMORY
25,64,4,SIMD
26,42,4,FMULT
27,1,1,FMULT
28,24,1,MEMORY
29,22,2,FMULT
30,12,1,SIMD
31,9,4,MEMORY
32,63,2,SIMD
33,55,4,MEMORY
34,81,4,FMULT
35,23,1,MEMORY
36,3,2,FMULT
37,74,4,FMULT
38,97,2,SIMD
39,28,2,FMULT
40,92,2,MEMORY
41,55,4,FMULT
42,19,1,FMULT
43,71,4,MEMORY
44,72,2,MEMORY
45,22,4,FMULT
46,10,4,SIMD
47,76,2,MEMORY
48,15,2,MEMORY
49,87,2,FMULT
50,87,2,SIMD
51,43,1,FMULT
52,95,2,MEMORY
53,13,2,SIMD
54,26,2,MEMORY
55,59,2,MEMORY
56,92,4,SIMD
57,34,4,MEMORY
58,10,1,SIMD
59,36,1,FMULT
