id,workload,max_width,tasktype
0,11,4,SIMD
1,6,4,MEMORY
2,90,4,FMULT
3,16,1,SIMD
4,8,4,MEMORY
5,61,2,MEMORY
6,8,4,FMULT
7,57,4,SIMD
8,91,2,FMULT
9,29,1,SIMD
10,37,1,FMULT
11,28,1,MEMORY
12,49,1,FMULT
13,35,1,FMULT
14,86,4,FMULT
15,95,4,MEMORY
16,18,1,SIMD
17,27,1,MEMORY
18,16,4,FMULT
19,78,2,SIMD
20,61,2,FMULT
21,42,2,MEMORY
22,32,2,SIMD
23,60,4,FMULT
24,74,2,MEMORY
25,78,4,MEMORY
26,66,4,FMULT
27,43,2,SIMD
28,14,2,SIMD
29,11,4,FMULT
30,21,2,FMULT
31,38,4,FMULT
32,1,1,SIMD
33,34,4,SIMD
34,43,1,SIMD
35,8,4,SIMD
36,91,2,MEMORY
37,79,2,FMULT
38,88,4,FMULT
39,31,4,FMULT
