id,workload,max_width,tasktype
0,23,4,MEMORY
1,34,2,FMULT
2,46,1,SIMD
3,94,2,SIMD
4,35,1,MEMORY
5,14,4,FMULT
6,19,4,SIMD
7,21,1,FMULT
8,78,2,SIMD
9,12,4,MEMORY
10,42,1,MEMORY
11,71,2,FMULT
12,81,4,FMULT
13,62,4,FMULT
14,67,4,SIMD
15,24,1,SIMD
16,69,4,MEMORY
17,35,2,MEMORY
18,49,2,SIMD
19,10,4,MEMORY
20,33,1,MEMORY
21,47,1,SIMD
22,95,2,MEMORY
23,1,1,SIMD
24,33,2,FMULT
25,23,2,SIMD
26,60,2,FMULT
27,32,4,SIMD
28,35,4,MEMORY
29,89,4,MEMORY
30,4,4,SIMD
31,19,4,FMULT
32,71,2,FMULT
33,86,2,FMULT
34,38,2,MEMORY
35,91,4,FMULT
36,70,4,MEMORY
37,97,4,SIMD
38,25,1,SIMD
39,32,4,FMULT
40,13,4,SIMD
41,30,2,FMULT
42,10,1,SIMD
43,30,1,SIMD
44,39,4,MEMORY
45,15,4,MEMORY
46,48,1,MEMORY
47,19,2,FMULT
48,41,2,SIMD
49,4,2,FMULT
