id,workload,max_width,tasktype
0,7,4,SIMD
1,41,4,SIMD
2,59,2,SIMD
3,75,4,FMULT
4,48,4,MEMORY
5,10,1,SIMD
6,49,2,MEMORY
7,71,2,SIMD
8,29,1,FMULT
9,6,4,MEMORY
10,65,4,FMULT
11,6,4,MEMORY
12,68,4,FMULT
13,19,1,MEMORY
14,15,4,MEMORY
15,40,1,MEMORY
16,29,2,SIMD
17,27,4,SIMD
18,72,4,SIMD
19,41,4,SIMD
20,41,2,MEMORY
21,12,1,SIMD
22,9,4,MEMORY
23,41,1,MEMORY
24,40,4,MEMORY
25,97,2,FMULT
26,98,4,MEMORY
27,78,2,FMULT
28,23,2,MEMORY
29,50,2,SIMD
30,78,4,MEMORY
31,60,4,MEMORY
32,100,4,SIMD
33,44,2,SIMD
34,72,2,SIMD
35,50,1,SIMD
36,30,2,MEMORY
37,97,4,MEMORY
38,93,4,MEMORY
39,88,4,MEMORY
40,66,4,MEMORY
41,1,2,SIMD
42,41,2,MEMORY
43,46,1,FMULT
44,1,4,MEMORY
45,13,4,MEMORY
46,83,2,SIMD
47,47,1,FMULT
48,60,4,SIMD
49,13,2,FMULT
