id,workload,max_width,tasktype
0,50,4,FMULT
1,58,4,FMULT
2,43,2,SIMD
3,42,1,FMULT
4,5,1,MEMORY
5,7,4,MEMORY
6,86,2,MEMORY
7,25,2,MEMORY
8,83,4,MEMORY
9,57,2,SIMD
10,70,2,MEMORY
11,47,4,MEMORY
12,56,2,FMULT
13,9,1,MEMORY
14,87,4,SIMD
15,90,4,SIMD
16,2,1,FMULT
17,99,4,MEMORY
18,98,4,SIMD
19,29,4,FMULT
20,67,2,SIMD
21,12,2,MEMORY
22,25,2,MEMORY
23,35,4,SIMD
24,37,1,FMULT
25,23,1,SIMD
26,95,2,MEMORY
27,24,2,SIMD
28,11,4,FMULT
29,9,2,MEMORY
30,25,4,MEMORY
31,5,4,SIMD
32,78,2,MEMORY
33,22,2,FMULT
34,17,2,FMULT
35,6,1,MEMORY
36,17,2,MEMORY
37,55,2,SIMD
38,15,1,SIMD
39,26,1,SIMD
40,55,2,SIMD
41,6,2,SIMD
42,34,2,SIMD
43,11,1,FMULT
44,33,4,FMULT
45,47,1,FMULT
46,80,4,FMULT
47,30,1,SIMD
48,4,2,FMULT
49,100,2,SIMD
50,11,2,SIMD
51,70,2,FMULT
52,12,1,SIMD
53,27,2,SIMD
54,96,4,SIMD
55,56,2,MEMORY
56,33,2,FMULT
57,52,4,SIMD
58,38,4,SIMD
59,87,2,FMULT
