id,workload,max_width,tasktype
0,45,1,FMULT
1,74,4,MEMORY
2,27,4,SIMD
3,35,4,MEMORY
4,91,2,SIMD
5,90,2,MEMORY
6,61,4,SIMD
7,67,4,MEMORY
8,89,2,FMULT
9,33,2,MEMORY
10,98,2,FMULT
11,41,2,FMULT
12,73,4,FMULT
13,24,1,MEMORY
14,58,2,MEMORY
15,9,1,SIMD
16,5,1,MEMORY
17,53,2,SIMD
18,62,2,SIMD
19,39,1,FMULT
20,64,4,MEMORY
21,28,1,SIMD
22,51,4,MEMORY
23,36,1,MEMORY
24,33,2,SIMD
25,57,4,SIMD
26,20,2,FMULT
27,49,4,FMULT
28,50,1,MEMORY
29,76,4,FMULT
30,5,1,SIMD
31,67,4,SIMD
32,82,4,SIMD
33,86,4,MEMORY
34,8,2,SIMD
35,19,1,MEMORY
36,12,4,MEMORY
37,68,4,FMULT
38,2,4,SIMD
39,42,1,FMULT
40,50,1,SIMD
41,2,1,SIMD
42,73,4,FMULT
43,67,4,MEMORY
44,31,4,MEMORY
45,29,1,MEMORY
46,61,2,MEMORY
47,100,4,FMULT
48,5,2,FMULT
49,1,4,MEMORY
