id,workload,max_width,tasktype
0,84,2,SIMD
1,85,4,SIMD
2,92,2,MEMORY
3,82,2,FMULT
4,51,2,FMULT
5,13,4,MEMORY
6,4,4,SIMD
7,25,1,FMULT
8,24,1,SIMD
9,28,1,MEMORY
10,26,2,MEMORY
11,34,4,SIMD
12,90,2,SIMD
13,38,2,FMULT
14,13,2,FMULT
15,18,4,MEMORY
16,11,4,SIMD
17,59,4,FMULT
18,54,2,MEMORY
19,9,4,MEMORY
20,42,4,FMULT
21,47,2,SIMD
22,8,4,SIMD
23,44,2,FMULT
24,75,4,MEMORY
25,48,4,SIMD
26,92,2,SIMD
27,18,2,MEMORY
28,91,2,MEMORY
29,33,1,MEMORY
30,27,4,SIMD
31,6,2,FMULT
32,17,1,MEMORY
33,73,4,SIMD
34,1,4,SIMD
35,68,2,MEMORY
36,8,2,SIMD
37,51,4,FMULT
38,62,2,FMULT
39,60,4,MEMORY
