id,workload,max_width,tasktype
0,91,2,MEMORY
1,12,2,FMULT
2,13,1,SIMD
3,81,4,SIMD
4,71,2,MEMORY
5,17,2,FMULT
6,79,4,MEMORY
7,95,2,SIMD
8,17,1,MEMORY
9,50,1,MEMORY
10,26,4,MEMORY
11,93,2,SIMD
12,6,2,SIMD
13,47,1,FMULT
14,56,2,SIMD
15,41,2,SIMD
16,53,4,SIMD
17,39,2,FMULT
18,26,1,FMULT
19,48,4,SIMD
20,98,4,MEMORY
21,35,2,SIMD
22,19,1,FMULT
23,42,1,MEMORY
24,72,2,FMULT
25,47,4,FMULT
26,10,1,SIMD
27,50,2,FMULT
28,66,2,MEMORY
29,89,4,FMULT
30,45,2,SIMD
31,88,4,SIMD
32,38,1,FMULT
33,26,1,SIMD
34,35,1,SIMD
35,58,2,MEMORY
36,17,4,FMULT
37,93,2,MEMORY
38,30,1,FMULT
39,10,2,MEMORY
