id,workload,max_width,tasktype
0,48,1,FMULT
1,65,2,MEMORY
2,12,2,MEMORY
3,3,1,FMULT
4,13,4,FMULT
5,44,1,SIMD
6,75,2,FMULT
7,6,4,FMULT
8,41,2,SIMD
9,14,1,SIMD
10,14,4,FMULT
11,29,2,SIMD
12,79,4,FMULT
13,86,2,SIMD
14,87,4,MEMORY
15,50,4,SIMD
16,29,4,FMULT
17,41,2,MEMORY
18,6,1,SIMD
19,14,4,SIMD
20,20,4,MEMORY
21,70,4,SIMD
22,72,2,SIMD
23,76,2,MEMORY
24,76,2,FMULT
25,15,1,FMULT
26,93,4,MEMORY
27,23,1,MEMORY
28,98,2,MEMORY
29,29,1,FMULT
30,36,2,MEMORY
31,40,2,FMULT
32,79,4,FMULT
33,47,1,FMULT
34,35,4,MEMORY
35,5,2,FMULT
36,45,1,MEMORY
37,12,4,MEMORY
38,95,4,FMULT
39,8,4,SIMD
40,73,4,FMULT
41,67,4,SIMD
42,100,2,FMULT
43,95,2,SIMD
44,57,4,MEMORY
45,50,1,SIMD
46,71,4,MEMORY
47,16,2,SIMD
48,41,2,FMULT
49,19,4,FMULT
