id,workload,max_width,tasktype
0,89,4,SIMD
1,5,1,SIMD
2,66,4,FMULT
3,60,2,SIMD
4,89,2,FMULT
5,35,4,MEMORY
6,92,4,MEMORY
7,90,2,MEMORY
8,79,4,SIMD
9,73,2,SIMD
10,10,1,MEMORY
11,25,4,FMULT
12,27,1,FMULT
13,96,4,MEMORY
14,76,4,MEMORY
15,21,2,FMULT
16,22,4,FMULT
17,51,2,MEMORY
18,26,2,SIMD
19,1,1,FMULT
20,22,2,FMULT
21,89,2,MEMORY
22,59,2,FMULT
23,43,1,MEMORY
24,84,2,SIMD
25,18,2,FMULT
26,63,2,SIMD
27,49,2,MEMORY
28,40,2,FMULT
29,62,2,FMULT
30,19,1,MEMORY
31,90,2,MEMORY
32,14,4,SIMD
33,88,4,MEMORY
34,25,1,FMULT
35,13,2,SIMD
36,6,4,FMULT
37,67,4,SIMD
38,12,4,MEMORY
39,29,1,FMULT
40,16,4,FMULT
41,82,4,SIMD
42,76,2,MEMORY
43,26,1,FMULT
44,55,2,SIMD
45,93,4,MEMORY
46,14,4,MEMORY
47,91,2,SIMD
48,47,1,MEMORY
49,26,1,MEMORY
