id,workload,max_width,tasktype
0,3,4,FMULT
1,48,4,SIMD
2,67,4,MEMORY
3,54,2,FMULT
4,67,4,SIMD
5,25,2,FMULT
6,46,4,SIMD
7,69,2,MEMORY
8,23,4,FMULT
9,83,2,MEMORY
10,39,4,MEMORY
11,43,1,SIMD
12,68,2,SIMD
13,43,1,FMULT
14,56,4,MEMORY
15,45,1,MEMORY
16,19,2,SIMD
17,99,2,MEMORY
18,61,2,FMULT
19,42,2,FMULT
20,91,4,SIMD
21,45,4,MEMORY
22,39,4,FMULT
23,44,1,MEMORY
24,26,2,MEMORY
25,60,4,FMULT
26,20,1,FMULT
27,89,4,MEMORY
28,12,4,FMULT
29,97,2,FMULT
30,2,2,SIMD
31,52,2,FMULT
32,28,2,SIMD
33,28,4,MEMORY
34,11,2,MEMORY
35,42,2,SIMD
36,66,4,MEMORY
37,49,4,SIMD
38,33,1,FMULT
39,36,4,SIMD
40,18,1,FMULT
41,54,4,SIMD
42,57,4,MEMORY
43,42,1,FMULT
44,45,4,FMULT
45,42,4,FMULT
46,93,2,FMULT
47,49,4,FMULT
48,1,1,SIMD
49,50,4,FMULT
50,57,2,MEMORY
51,46,1,MEMORY
52,9,1,FMULT
53,19,4,MEMORY
54,28,2,SIMD
55,95,4,SIMD
56,50,1,MEMORY
57,91,4,FMULT
58,21,4,MEMORY
59,67,4,FMULT
