id,workload,max_width,tasktype
0,16,2,SIMD
1,18,1,MEMORY
2,89,2,MEMORY
3,40,2,FMULT
4,67,4,MEMORY
5,96,4,SIMD
6,34,2,MEMORY
7,89,2,FMULT
8,83,4,MEMORY
9,69,4,MEMORY
10,53,2,MEMORY
11,20,1,SIMD
12,70,2,FMULT
13,22,1,FMULT
14,12,2,SIMD
15,44,4,SIMD
16,96,2,SIMD
17,15,1,FMULT
18,85,4,SIMD
19,48,1,SIMD
20,56,4,MEMORY
21,86,4,FMULT
22,29,2,MEMORY
23,63,4,MEMORY
24,91,2,MEMORY
25,70,2,SIMD
26,20,1,SIMD
27,80,2,SIMD
28,49,2,FMULT
29,83,4,SIMD
30,56,4,MEMORY
31,37,1,MEMORY
32,36,1,MEMORY
33,51,2,FMULT
34,7,2,MEMORY
35,2,1,SIMD
36,89,4,FMULT
37,18,2,FMULT
38,58,4,SIMD
39,29,2,SIMD
40,22,1,MEMORY
41,58,4,MEMORY
42,79,4,SIMD
43,85,4,FMULT
44,74,4,FMULT
45,32,1,MEMORY
46,40,2,MEMORY
47,53,4,SIMD
48,99,2,MEMORY
49,10,1,SIMD
50,72,2,MEMORY
51,55,2,SIMD
52,49,4,FMULT
53,95,4,SIMD
54,10,2,FMULT
55,64,4,MEMORY
56,98,4,FMULT
57,30,4,SIMD
58,85,2,SIMD
59,72,4,SIMD
