id,workload,max_width,tasktype
0,17,1,FMULT
1,28,2,FMULT
2,21,1,FMULT
3,39,4,SIMD
4,41,2,FMULT
5,41,1,MEMORY
6,76,2,MEMORY
7,96,2,SIMD
8,33,2,MEMORY
9,26,4,SIMD
10,18,1,MEMORY
11,10,2,MEMORY
12,5,1,SIMD
13,21,4,SIMD
14,73,2,SIMD
15,96,4,SIMD
16,38,1,FMULT
17,33,2,FMULT
18,9,2,SIMD
19,31,4,FMULT
20,45,1,FMULT
21,35,4,MEMORY
22,21,1,SIMD
23,68,4,MEMORY
24,7,2,MEMORY
25,69,4,SIMD
26,41,4,SIMD
27,86,2,MEMORY
28,48,1,MEMORY
29,36,4,MEMORY
30,37,4,SIMD
31,91,2,MEMORY
32,29,2,SIMD
33,40,1,SIMD
34,89,2,MEMORY
35,79,4,FMULT
36,9,4,SIMD
37,4,1,SIMD
38,21,4,SIMD
39,64,2,SIMD
