id,workload,max_width,tasktype
0,4,4,MEMORY
1,38,4,SIMD
2,61,2,SIMD
3,15,4,FMULT
4,72,4,FMULT
5,71,2,MEMORY
6,55,4,SIMD
7,62,4,MEMORY
8,1,2,SIMD
9,1,1,MEMORY
10,22,1,MEMORY
11,55,2,MEMORY
12,6,4,SIMD
13,13,1,MEMORY
14,100,2,MEMORY
15,69,4,FMULT
16,80,2,FMULT
17,89,4,SIMD
18,15,2,MEMORY
19,26,2,FMULT
20,44,4,MEMORY
21,89,2,MEMORY
22,76,2,FMULT
23,48,1,FMULT
24,68,2,MEMORY
25,80,2,FMULT
26,60,4,SIMD
27,7,2,FMULT
28,57,4,FMULT
29,20,4,FMULT
30,69,2,SIMD
31,86,4,MEMORY
32,77,4,SIMD
33,66,2,SIMD
34,15,1,FMULT
35,69,2,SIMD
36,40,4,SIMD
37,58,2,SIMD
38,2,4,SIMD
39,86,4,FMULT
