id,workload,max_width,tasktype
0,46,4,SIMD
1,25,4,MEMORY
2,5,2,SIMD
3,59,2,FMULT
4,14,1,FMULT
5,87,2,SIMD
6,91,4,SIMD
7,71,4,SIMD
8,31,2,FMULT
9,65,2,MEMORY
10,40,4,SIMD
11,57,4,FMULT
12,6,2,MEMORY
13,33,2,MEMORY
14,6,2,MEMORY
15,24,1,SIMD
16,9,2,SIMD
17,8,4,MEMORY
18,24,4,SIMD
19,10,2,FMULT
20,76,2,MEMORY
21,38,2,SIMD
22,92,2,FMULT
23,56,4,FMULT
24,49,1,FMULT
25,15,4,MEMORY
26,69,4,FMULT
27,83,2,FMULT
28,64,2,FMULT
29,60,2,FMULT
30,5,1,FMULT
31,18,4,SIMD
32,36,1,FMULT
33,59,4,SIMD
34,6,2,MEMORY
35,25,4,SIMD
36,15,1,MEMORY
37,36,1,SIMD
38,87,2,SIMD
39,48,4,MEMORY
