id,workload,max_width,tasktype
0,5,1,FMULT
1,16,2,SIMD
2,36,2,MEMORY
3,25,4,SIMD
4,31,1,SIMD
5,26,2,MEMORY
6,91,2,SIMD
7,42,2,MEMORY
8,88,4,FMULT
9,73,4,MEMORY
10,26,2,FMULT
11,44,1,FMULT
12,42,1,MEMORY
13,4,2,SIMD
14,10,4,MEMORY
15,5,1,MEMORY
16,16,1,FMULT
17,35,1,FMULT
18,28,4,FMULT
19,88,2,MEMORY
20,19,1,SIMD
21,43,1,FMULT
22,16,1,SIMD
23,3,4,MEMORY
24,34,4,SIMD
25,73,2,FMULT
26,45,2,FMULT
27,3,2,FMULT
28,98,4,MEMORY
29,13,1,SIMD
30,52,4,MEMORY
31,9,4,FMULT
32,98,4,FMULT
33,87,2,MEMORY
34,29,4,FMULT
35,92,4,MEMORY
36,25,4,FMULT
37,89,4,FMULT
38,71,2,FMULT
39,70,4,SIMD
40,70,4,FMULT
41,8,1,MEMORY
42,17,1,SIMD
43,23,4,MEMORY
44,98,4,MEMORY
45,71,4,MEMORY
46,36,1,MEMORY
47,24,2,MEMORY
48,50,4,FMULT
49,36,1,SIMD
