id,workload,max_width,tasktype
0,10,2,FMULT
1,1,4,FMULT
2,13,2,MEMORY
3,16,2,FMULT
4,28,4,MEMORY
5,39,1,MEMORY
6,44,2,SIMD
7,86,2,FMULT
8,9,1,SIMD
9,26,1,MEMORY
10,23,2,SIMD
11,2,2,MEMORY
12,33,2,SIMD
13,60,2,FMULT
14,78,2,FMULT
15,28,1,SIMD
16,90,2,MEMORY
17,88,2,SIMD
18,77,4,MEMORY
19,23,1,SIMD
20,13,2,MEMORY
21,24,4,SIMD
22,60,4,SIMD
23,36,1,FMULT
24,27,1,FMULT
25,15,1,FMULT
26,8,4,FMULT
27,16,2,FMULT
28,44,2,FMULT
29,41,4,MEMORY
30,65,2,SIMD
31,63,4,SIMD
32,49,1,FMULT
33,43,2,SIMD
34,11,2,SIMD
35,40,2,FMULT
36,72,4,FMULT
37,25,2,SIMD
38,79,2,MEMORY
39,33,4,MEMORY
