id,workload,max_width,tasktype
0,77,2,MEMORY
1,40,4,MEMORY
2,5,1,MEMORY
3,13,4,FMULT
4,81,4,SIMD
5,7,4,MEMORY
6,16,2,FMULT
7,40,4,MEMORY
8,53,2,MEMORY
9,36,4,MEMORY
10,89,2,SIMD
11,26,4,FMULT
12,89,2,SIMD
13,45,2,FMULT
14,31,2,MEMORY
15,13,1,FMULT
16,17,4,MEMORY
17,67,2,MEMORY
18,4,1,MEMORY
19,99,4,SIMD
20,40,2,SIMD
21,5,1,SIMD
22,76,4,FMULT
23,52,4,SIMD
24,41,4,FMULT
25,73,4,SIMD
26,48,4,FMULT
27,17,1,FMULT
28,22,4,FMULT
29,15,1,SIMD
30,72,2,SIMD
31,44,2,SIMD
32,4,4,FMULT
33,9,4,MEMORY
34,24,4,SIMD
35,10,2,SIMD
36,28,4,SIMD
37,34,2,MEMORY
38,99,4,MEMORY
39,10,1,FMULT
40,26,1,FMULT
41,31,4,SIMD
42,82,2,MEMORY
43,69,2,SIMD
44,82,4,FMULT
45,65,4,SIMD
46,48,1,SIMD
47,72,4,SIMD
48,65,2,MEMORY
49,71,4,SIMD
