id,workload,max_width,tasktype
0,70,4,MEMORY
1,23,4,SIMD
2,56,4,FMULT
3,61,4,SIMD
4,50,4,FMULT
5,24,2,MEMORY
6,59,4,SIMD
7,19,2,FMULT
8,66,4,FMULT
9,15,1,FMULT
10,89,2,MEMORY
11,49,2,MEMORY
12,10,4,SIMD
13,37,4,FMULT
14,26,2,MEMORY
15,74,2,FMULT
16,13,4,SIMD
17,5,2,FMULT
18,59,4,MEMORY
19,67,4,FMULT
20,68,2,MEMORY
21,57,2,SIMD
22,85,4,FMULT
23,18,2,FMULT
24,32,1,MEMORY
25,1,1,MEMORY
26,45,4,SIMD
27,26,1,MEMORY
28,66,4,MEMORY
29,8,1,SIMD
30,98,2,MEMORY
31,9,1,SIMD
32,33,2,FMULT
33,93,2,FMULT
34,12,2,SIMD
35,78,4,FMULT
36,21,2,FMULT
37,40,2,FMULT
38,79,4,SIMD
39,88,2,SIMD
40,75,2,MEMORY
41,93,4,SIMD
42,35,1,FMULT
43,54,2,SIMD
44,66,4,FMULT
45,84,4,FMULT
46,63,2,FMULT
47,31,1,MEMORY
48,14,2,FMULT
49,63,2,SIMD
