id,workload,max_width,tasktype
0,40,1,FMULT
1,42,2,FMULT
2,39,2,FMULT
3,28,2,SIMD
4,53,4,SIMD
5,59,4,MEMORY
6,100,2,SIMD
7,11,4,FMULT
8,99,2,FMULT
9,21,4,MEMORY
10,18,2,SIMD
11,8,4,FMULT
12,92,4,MEMORY
13,100,4,MEMORY
14,73,4,SIMD
15,53,4,MEMORY
16,37,1,MEMORY
17,40,2,FMULT
18,17,4,FMULT
19,1,2,MEMORY
20,93,4,MEMORY
21,26,2,FMULT
22,74,2,SIMD
23,93,2,FMULT
24,85,2,SIMD
25,56,2,FMULT
26,44,2,SIMD
27,99,4,SIMD
28,66,4,SIMD
29,63,2,FMULT
30,37,1,MEMORY
31,23,2,MEMORY
32,6,4,MEMORY
33,76,2,SIMD
34,30,4,MEMORY
35,76,2,MEMORY
36,18,2,SIMD
37,35,2,MEMORY
38,93,4,SIMD
39,11,4,SIMD
