id,workload,max_width,tasktype
0,80,2,FMULT
1,76,2,FMULT
2,34,4,SIMD
3,84,2,MEMORY
4,79,2,FMULT
5,95,2,FMULT
6,44,1,FMULT
7,50,4,FMULT
8,47,4,MEMORY
9,6,4,SIMD
10,35,2,MEMORY
11,20,4,SIMD
12,90,4,FMULT
13,2,1,SIMD
14,57,2,FMULT
15,73,4,MEMORY
16,49,4,FMULT
17,49,4,MEMORY
18,57,2,MEMORY
19,39,4,SIMD
20,12,4,FMULT
21,28,4,FMULT
22,92,2,MEMORY
23,35,4,FMULT
24,25,1,MEMORY
25,8,4,MEMORY
26,17,4,SIMD
27,46,4,FMULT
28,92,2,MEMORY
29,83,2,MEMORY
30,50,2,SIMD
31,7,1,FMULT
32,16,2,SIMD
33,32,2,MEMORY
34,21,1,FMULT
35,3,1,MEMORY
36,22,4,SIMD
37,57,4,FMULT
38,56,2,SIMD
39,10,4,FMULT
