id,workload,max_width,tasktype
0,11,4,MEMORY
1,42,4,SIMD
2,62,4,FMULT
3,44,2,FMULT
4,15,1,FMULT
5,77,2,FMULT
6,85,2,SIMD
7,16,2,MEMORY
8,70,4,FMULT
9,89,4,MEMORY
10,95,2,SIMD
11,80,2,FMULT
12,23,4,MEMORY
13,92,4,MEMORY
14,77,2,MEMORY
15,40,1,SIMD
16,53,4,MEMORY
17,21,2,SIMD
18,96,2,FMULT
19,20,1,MEMORY
20,4,2,MEMORY
21,22,2,FMULT
22,8,1,FMULT
23,26,4,FMULT
24,73,2,FMULT
25,14,2,MEMORY
26,65,2,MEMORY
27,94,4,SIMD
28,78,4,MEMORY
29,25,2,MEMORY
30,95,2,MEMORY
31,36,4,FMULT
32,33,4,SIMD
33,12,4,MEMORY
34,54,2,FMULT
35,50,2,SIMD
36,69,2,MEMORY
37,83,4,SIMD
38,88,4,FMULT
39,9,2,SIMD
40,96,2,SIMD
41,60,2,SIMD
42,12,2,MEMORY
43,95,4,MEMORY
44,63,4,FMULT
45,32,2,SIMD
46,15,2,SIMD
47,36,4,SIMD
48,70,4,FMULT
49,93,2,MEMORY
