id,workload,max_width,tasktype
0,10,1,SIMD
1,2,4,MEMORY
2,81,2,MEMORY
3,53,2,MEMORY
4,35,1,MEMORY
5,6,4,MEMORY
6,29,1,SIMD
7,54,4,SIMD
8,3,2,MEMORY
9,33,1,SIMD
10,36,4,MEMORY
11,28,1,SIMD
12,26,1,SIMD
13,67,2,MEMORY
14,97,2,MEMORY
15,79,4,SIMD
16,34,2,MEMORY
17,14,1,SIMD
18,13,2,FMULT
19,36,1,SIMD
20,80,2,FMULT
21,76,2,FMULT
22,34,4,SIMD
23,84,2,MEMORY
24,79,2,FMULT
25,95,2,FMULT
26,44,1,FMULT
27,50,4,FMULT
28,47,4,MEMORY
29,6,4,SIMD
30,35,2,MEMORY
31,20,4,SIMD
32,90,4,FMULT
33,2,1,SIMD
34,57,2,FMULT
35,73,4,MEMORY
36,49,4,FMULT
37,49,4,MEMORY
38,57,2,MEMORY
39,39,4,SIMD
40,12,4,FMULT
41,28,4,FMULT
42,92,2,MEMORY
43,35,4,FMULT
44,25,1,MEMORY
45,8,4,MEMORY
46,17,4,SIMD
47,46,4,FMULT
48,92,2,MEMORY
49,83,2,MEMORY
