id,workload,max_width,tasktype
0,49,4,FMULT
1,12,1,FMULT
2,76,4,MEMORY
3,14,1,SIMD
4,59,4,MEMORY
5,23,4,SIMD
6,8,1,MEMORY
7,39,1,SIMD
8,10,1,MEMORY
9,67,2,FMULT
10,43,2,SIMD
11,26,1,FMULT
12,16,4,FMULT
13,43,1,FMULT
14,97,2,MEMORY
15,46,1,FMULT
16,66,2,SIMD
17,34,1,MEMORY
18,34,2,MEMORY
19,59,2,FMULT
20,18,4,FMULT
21,46,1,MEMORY
22,19,1,MEMORY
23,41,4,MEMORY
24,26,1,FMULT
25,15,4,FMULT
26,23,4,MEMORY
27,100,4,MEMORY
28,43,4,FMULT
29,42,2,FMULT
30,2,4,MEMORY
31,24,2,SIMD
32,28,1,SIMD
33,67,4,MEMORY
34,8,2,MEMORY
35,63,2,MEMORY
36,46,4,MEMORY
37,54,4,SIMD
38,20,1,MEMORY
39,93,4,MEMORY
40,43,2,MEMORY
41,61,4,FMULT
42,57,4,SIMD
43,18,1,FMULT
44,64,4,SIMD
45,20,4,SIMD
46,22,1,SIMD
47,58,4,SIMD
48,91,4,FMULT
49,7,1,FMULT
50,54,2,FMULT
51,6,1,FMULT
52,58,4,MEMORY
53,81,2,FMULT
54,11,2,MEMORY
55,79,4,MEMORY
56,37,4,SIMD
57,84,2,FMULT
58,78,4,FMULT
59,17,1,MEMORY
