id,workload,max_width,tasktype
0,29,1,SIMD
1,45,4,MEMORY
2,2,1,FMULT
3,4,4,SIMD
4,87,2,SIMD
5,82,4,SIMD
6,96,2,SIMD
7,30,1,MEMORY
8,39,4,SIMD
9,99,4,MEMORY
10,28,1,MEMORY
11,46,1,MEMORY
12,100,2,SIMD
13,34,4,FMULT
14,51,2,SIMD
15,8,4,FMULT
16,10,2,MEMORY
17,55,4,MEMORY
18,83,4,MEMORY
19,6,4,FMULT
20,23,2,MEMORY
21,49,4,FMULT
22,73,4,MEMORY
23,41,4,MEMORY
24,17,4,FMULT
25,7,1,FMULT
26,9,4,SIMD
27,20,1,FMULT
28,89,4,SIMD
29,48,4,FMULT
30,13,1,MEMORY
31,18,1,FMULT
32,3,1,MEMORY
33,81,2,SIMD
34,5,4,SIMD
35,51,4,MEMORY
36,66,2,SIMD
37,15,2,FMULT
38,2,2,FMULT
39,69,4,SIMD
40,97,2,FMULT
41,73,4,MEMORY
42,56,2,MEMORY
43,61,2,SIMD
44,86,2,SIMD
45,98,2,MEMORY
46,53,4,FMULT
47,98,4,SIMD
48,18,1,FMULT
49,1,2,SIMD
50,12,4,SIMD
51,42,4,MEMORY
52,8,2,SIMD
53,35,2,MEMORY
54,24,2,SIMD
55,84,4,MEMORY
56,14,4,MEMORY
57,52,2,FMULT
58,6,2,SIMD
59,94,2,MEMORY
