id,workload,max_width,tasktype
0,25,4,SIMD
1,31,1,FMULT
2,8,4,MEMORY
3,42,1,MEMORY
4,72,2,FMULT
5,83,2,FMULT
6,38,4,FMULT
7,41,4,MEMORY
8,52,4,FMULT
9,47,4,MEMORY
10,26,1,MEMORY
11,8,2,FMULT
12,4,4,SIMD
13,3,2,MEMORY
14,98,2,MEMORY
15,99,2,FMULT
16,67,4,MEMORY
17,80,4,FMULT
18,51,4,MEMORY
19,6,1,FMULT
20,94,2,MEMORY
21,62,2,MEMORY
22,88,4,MEMORY
23,96,4,FMULT
24,26,4,FMULT
25,71,4,SIMD
26,45,4,SIMD
27,58,4,MEMORY
28,54,4,FMULT
29,61,2,MEMORY
30,1,1,MEMORY
31,30,2,MEMORY
32,26,4,SIMD
33,45,2,FMULT
34,91,4,FMULT
35,61,2,FMULT
36,77,2,MEMORY
37,100,4,FMULT
38,93,4,MEMORY
39,88,2,MEMORY
40,68,4,FMULT
41,49,1,MEMORY
42,12,1,MEMORY
43,39,1,FMULT
44,45,4,SIMD
45,27,2,MEMORY
46,4,4,MEMORY
47,68,2,SIMD
48,82,2,MEMORY
49,23,2,SIMD
