id,workload,max_width,tasktype
0,63,4,FMULT
1,55,2,FMULT
2,71,4,MEMORY
3,64,2,SIMD
4,50,4,SIMD
5,15,4,MEMORY
6,24,2,SIMD
7,61,2,SIMD
8,78,2,FMULT
9,81,4,MEMORY
10,40,2,FMULT
11,32,4,FMULT
12,33,4,MEMORY
13,35,4,FMULT
14,31,4,MEMORY
15,40,2,FMULT
16,55,4,SIMD
17,86,2,SIMD
18,67,2,FMULT
19,13,1,SIMD
20,89,4,SIMD
21,87,2,FMULT
22,86,2,SIMD
23,37,1,FMULT
24,40,2,FMULT
25,6,2,FMULT
26,34,1,SIMD
27,2,1,FMULT
28,91,4,SIMD
29,14,4,SIMD
30,88,2,MEMORY
31,96,2,FMULT
32,18,1,SIMD
33,8,4,MEMORY
34,42,1,MEMORY
35,53,2,SIMD
36,9,4,MEMORY
37,40,4,MEMORY
38,47,2,MEMORY
39,88,2,SIMD
