id,workload,max_width,tasktype
0,63,4,MEMORY
1,64,4,SIMD
2,44,2,SIMD
3,3,4,MEMORY
4,20,2,MEMORY
5,17,4,MEMORY
6,30,2,FMULT
7,10,2,MEMORY
8,38,2,FMULT
9,90,2,MEMORY
10,24,2,FMULT
11,65,2,SIMD
12,3,2,SIMD
13,28,1,SIMD
14,96,4,MEMORY
15,13,1,MEMORY
16,30,2,FMULT
17,80,2,MEMORY
18,76,4,MEMORY
19,42,2,MEMORY
20,21,1,MEMORY
21,17,4,MEMORY
22,36,2,SIMD
23,43,4,FMULT
24,5,2,FMULT
25,28,2,MEMORY
26,23,2,FMULT
27,47,2,MEMORY
28,39,2,FMULT
29,74,4,SIMD
30,59,4,FMULT
31,82,4,FMULT
32,72,4,FMULT
33,59,2,SIMD
34,24,1,MEMORY
35,72,2,SIMD
36,98,2,MEMORY
37,97,2,MEMORY
38,4,4,MEMORY
39,54,2,MEMORY
40,32,4,MEMORY
41,30,2,FMULT
42,58,2,MEMORY
43,69,4,MEMORY
44,73,2,MEMORY
45,65,4,SIMD
46,30,2,FMULT
47,66,4,SIMD
48,27,1,FMULT
49,19,1,MEMORY
