id,workload,max_width,tasktype
0,43,2,MEMORY
1,73,2,SIMD
2,7,4,FMULT
3,38,1,SIMD
4,89,4,SIMD
5,88,2,MEMORY
6,32,1,FMULT
7,59,2,MEMORY
8,83,4,SIMD
9,73,4,MEMORY
10,88,4,FMULT
11,11,4,SIMD
12,45,2,MEMORY
13,45,2,SIMD
14,65,4,SIMD
15,3,1,FMULT
16,63,4,FMULT
17,58,2,SIMD
18,89,2,MEMORY
19,44,1,MEMORY
20,24,2,SIMD
21,81,4,SIMD
22,17,4,FMULT
23,90,4,SIMD
24,93,2,MEMORY
25,41,4,MEMORY
26,67,2,MEMORY
27,28,4,SIMD
28,47,4,MEMORY
29,86,2,SIMD
30,34,4,FMULT
31,94,2,MEMORY
32,49,4,MEMORY
33,41,2,MEMORY
34,68,2,SIMD
35,57,4,MEMORY
36,12,1,SIMD
37,3,1,SIMD
38,16,4,SIMD
39,72,4,MEMORY
