id,workload,max_width,tasktype
0,88,2,SIMD
1,74,4,MEMORY
2,21,2,MEMORY
3,24,2,SIMD
4,38,1,FMULT
5,2,1,FMULT
6,73,4,FMULT
7,74,4,MEMORY
8,94,4,SIMD
9,38,2,SIMD
10,97,2,FMULT
11,17,2,FMULT
12,53,4,SIMD
13,31,1,MEMORY
14,52,4,MEMORY
15,15,1,FMULT
16,77,4,MEMORY
17,58,2,FMULT
18,8,4,SIMD
19,91,4,SIMD
20,34,2,FMULT
21,47,4,MEMORY
22,16,4,MEMORY
23,49,4,SIMD
24,57,4,FMULT
25,26,1,MEMORY
26,8,2,MEMORY
27,6,4,MEMORY
28,62,4,FMULT
29,36,4,MEMORY
30,59,4,MEMORY
31,15,1,MEMORY
32,44,2,MEMORY
33,1,2,SIMD
34,90,2,MEMORY
35,11,1,MEMORY
36,72,2,SIMD
37,22,2,SIMD
38,4,4,FMULT
39,90,4,MEMORY
