id,workload,max_width,tasktype
0,67,2,MEMORY
1,27,2,MEMORY
2,96,4,MEMORY
3,40,1,FMULT
4,94,4,SIMD
5,54,4,MEMORY
6,12,1,MEMORY
7,95,2,SIMD
8,83,4,MEMORY
9,19,4,SIMD
10,1,4,MEMORY
11,87,2,SIMD
12,86,2,MEMORY
13,36,4,FMULT
14,5,2,FMULT
15,20,2,FMULT
16,98,4,SIMD
17,80,2,FMULT
18,95,4,MEMORY
19,20,4,MEMORY
20,18,2,SIMD
21,66,2,SIMD
22,93,2,SIMD
23,1,1,SIMD
24,46,4,MEMORY
25,52,4,MEMORY
26,89,2,SIMD
27,64,2,SIMD
28,76,2,SIMD
29,13,4,FMULT
30,60,2,MEMORY
31,96,4,FMULT
32,39,2,MEMORY
33,44,2,FMULT
34,37,2,FMULT
35,78,2,FMULT
36,50,2,MEMORY
37,25,1,MEMORY
38,13,2,FMULT
39,17,1,FMULT
40,45,2,SIMD
41,29,4,FMULT
42,67,2,MEMORY
43,43,4,MEMORY
44,11,4,SIMD
45,41,2,FMULT
46,43,2,FMULT
47,51,2,MEMORY
48,71,4,MEMORY
49,70,4,FMULT
50,81,4,SIMD
51,90,2,SIMD
52,60,2,SIMD
53,41,4,MEMORY
54,54,2,MEMORY
55,14,4,FMULT
56,48,4,MEMORY
57,66,2,FMULT
58,78,2,SIMD
59,8,1,SIMD
