id,workload,max_width,tasktype
0,20,2,MEMORY
1,9,2,FMULT
2,52,2,MEMORY
3,39,2,FMULT
4,43,1,MEMORY
5,20,1,MEMORY
6,63,2,FMULT
7,58,2,SIMD
8,74,4,SIMD
9,44,4,FMULT
10,93,4,SIMD
11,59,4,FMULT
12,27,2,SIMD
13,57,2,SIMD
14,4,2,SIMD
15,7,1,MEMORY
16,86,4,MEMORY
17,85,4,FMULT
18,3,1,FMULT
19,27,1,SIMD
20,73,2,FMULT
21,94,2,FMULT
22,4,1,SIMD
23,7,2,FMULT
24,23,2,MEMORY
25,86,2,MEMORY
26,29,1,FMULT
27,18,1,MEMORY
28,28,1,SIMD
29,27,1,FMULT
30,40,4,FMULT
31,51,2,MEMORY
32,18,4,SIMD
33,93,2,MEMORY
34,30,2,MEMORY
35,65,4,MEMORY
36,35,2,SIMD
37,79,4,SIMD
38,53,2,MEMORY
39,31,1,FMULT
