id,workload,max_width,tasktype
0,55,2,SIMD
1,65,2,MEMORY
2,28,2,MEMORY
3,48,4,FMULT
4,34,2,FMULT
5,71,4,SIMD
6,28,4,SIMD
7,61,4,FMULT
8,59,2,MEMORY
9,13,4,FMULT
10,22,2,FMULT
11,29,4,MEMORY
12,17,2,FMULT
13,72,2,FMULT
14,9,4,SIMD
15,46,1,MEMORY
16,32,1,MEMORY
17,83,2,SIMD
18,95,4,SIMD
19,7,4,FMULT
20,51,2,FMULT
21,50,1,SIMD
22,36,2,MEMORY
23,59,2,MEMORY
24,57,2,MEMORY
25,81,4,MEMORY
26,45,4,MEMORY
27,25,4,MEMORY
28,53,4,SIMD
29,3,1,SIMD
30,30,1,FMULT
31,37,1,FMULT
32,36,2,FMULT
33,79,4,MEMORY
34,39,4,FMULT
35,89,4,MEMORY
36,1,1,MEMORY
37,88,4,MEMORY
38,20,1,MEMORY
39,27,2,MEMORY
40,40,1,FMULT
41,42,2,FMULT
42,39,2,FMULT
43,28,2,SIMD
44,53,4,SIMD
45,59,4,MEMORY
46,100,2,SIMD
47,11,4,FMULT
48,99,2,FMULT
49,21,4,MEMORY
