id,workload,max_width,tasktype
0,46,4,MEMORY
1,26,1,SIMD
2,89,2,SIMD
3,77,2,FMULT
4,62,4,MEMORY
5,6,4,SIMD
6,3,4,MEMORY
7,7,2,MEMORY
8,81,2,FMULT
9,27,4,MEMORY
10,100,4,SIMD
11,35,4,SIMD
12,100,4,FMULT
13,26,4,FMULT
14,79,4,SIMD
15,12,4,FMULT
16,1,1,MEMORY
17,50,4,FMULT
18,74,4,FMULT
19,7,2,SIMD
20,2,1,SIMD
21,5,4,MEMORY
22,18,1,SIMD
23,83,2,SIMD
24,22,4,SIMD
25,77,2,SIMD
26,68,4,SIMD
27,63,2,SIMD
28,35,2,SIMD
29,89,2,MEMORY
30,32,4,SIMD
31,20,4,FMULT
32,73,4,SIMD
33,25,4,FMULT
34,59,2,MEMORY
35,78,4,FMULT
36,92,2,MEMORY
37,59,4,SIMD
38,1,4,SIMD
39,2,4,SIMD
40,37,2,SIMD
41,42,4,SIMD
42,93,2,FMULT
43,10,1,MEMORY
44,63,2,MEMORY
45,62,2,FMULT
46,12,2,FMULT
47,13,4,MEMORY
48,34,1,MEMORY
49,74,2,FMULT
