id,workload,max_width,tasktype
0,82,4,MEMORY
1,52,4,FMULT
2,16,2,SIMD
3,36,2,MEMORY
4,17,4,FMULT
5,18,2,SIMD
6,38,2,MEMORY
7,23,4,FMULT
8,8,1,MEMORY
9,22,4,MEMORY
10,41,1,MEMORY
11,46,4,SIMD
12,31,2,MEMORY
13,7,1,MEMORY
14,14,2,SIMD
15,69,4,MEMORY
16,87,2,SIMD
17,23,2,SIMD
18,74,2,FMULT
19,100,4,SIMD
20,34,1,FMULT
21,16,1,FMULT
22,94,2,FMULT
23,18,1,FMULT
24,6,4,MEMORY
25,43,2,SIMD
26,48,1,FMULT
27,8,2,MEMORY
28,18,1,FMULT
29,72,2,SIMD
30,100,2,MEMORY
31,97,2,MEMORY
32,15,4,FMULT
33,12,4,SIMD
34,33,1,SIMD
35,87,4,MEMORY
36,88,2,MEMORY
37,18,4,FMULT
38,79,2,MEMORY
39,7,2,MEMORY
40,28,1,SIMD
41,31,2,SIMD
42,46,1,SIMD
43,65,4,SIMD
44,28,1,MEMORY
45,65,2,SIMD
46,84,4,FMULT
47,26,2,FMULT
48,89,4,FMULT
49,80,2,SIMD
50,53,2,MEMORY
51,41,2,SIMD
52,63,4,MEMORY
53,50,1,FMULT
54,68,4,FMULT
55,70,4,SIMD
56,98,2,SIMD
57,18,4,SIMD
58,6,4,FMULT
59,28,2,MEMORY
