id,workload,max_width,tasktype
0,30,1,MEMORY
1,94,2,FMULT
2,38,2,SIMD
3,51,2,FMULT
4,79,2,SIMD
5,34,4,SIMD
6,58,2,SIMD
7,40,1,MEMORY
8,12,1,SIMD
9,12,4,SIMD
10,15,4,SIMD
11,48,4,SIMD
12,11,4,MEMORY
13,75,4,MEMORY
14,58,2,SIMD
15,39,2,MEMORY
16,26,1,FMULT
17,26,4,FMULT
18,47,1,SIMD
19,55,4,MEMORY
20,6,1,MEMORY
21,16,4,MEMORY
22,21,2,MEMORY
23,69,2,FMULT
24,38,4,MEMORY
25,91,2,MEMORY
26,1,2,MEMORY
27,5,1,FMULT
28,71,2,MEMORY
29,70,4,MEMORY
30,40,4,FMULT
31,80,2,SIMD
32,59,2,MEMORY
33,84,4,FMULT
34,46,4,FMULT
35,80,4,FMULT
36,61,2,MEMORY
37,58,4,MEMORY
38,43,2,FMULT
39,1,1,MEMORY
40,89,4,FMULT
41,86,4,MEMORY
42,87,2,MEMORY
43,69,4,SIMD
44,7,1,MEMORY
45,24,1,FMULT
46,94,4,FMULT
47,19,2,MEMORY
48,54,2,MEMORY
49,33,1,FMULT
50,12,4,MEMORY
51,62,2,SIMD
52,40,4,SIMD
53,1,4,SIMD
54,100,2,FMULT
55,17,4,SIMD
56,81,2,FMULT
57,30,2,FMULT
58,71,4,SIMD
59,95,4,MEMORY
