id,workload,max_width,tasktype
0,19,4,MEMORY
1,11,2,FMULT
2,6,4,SIMD
3,53,2,FMULT
4,86,4,SIMD
5,3,1,FMULT
6,54,4,MEMORY
7,63,2,FMULT
8,72,4,FMULT
9,46,2,MEMORY
10,78,2,SIMD
11,26,4,FMULT
12,46,2,MEMORY
13,63,2,SIMD
14,36,1,MEMORY
15,10,4,FMULT
16,47,2,SIMD
17,84,4,FMULT
18,32,4,MEMORY
19,15,4,SIMD
20,20,2,MEMORY
21,99,2,SIMD
22,47,2,SIMD
23,95,4,SIMD
24,28,4,FMULT
25,49,1,SIMD
26,18,2,MEMORY
27,40,1,MEMORY
28,100,2,FMULT
29,55,2,SIMD
30,45,4,MEMORY
31,6,1,SIMD
32,71,2,MEMORY
33,7,4,FMULT
34,61,2,FMULT
35,31,1,FMULT
36,12,4,SIMD
37,13,4,SIMD
38,71,4,SIMD
39,4,1,MEMORY
40,70,2,FMULT
41,31,2,SIMD
42,17,4,FMULT
43,21,1,MEMORY
44,3,2,MEMORY
45,18,1,MEMORY
46,67,2,MEMORY
47,65,4,FMULT
48,18,1,MEMORY
49,8,4,MEMORY
50,18,4,FMULT
51,22,4,SIMD
52,25,2,MEMORY
53,28,4,MEMORY
54,89,4,MEMORY
55,62,4,MEMORY
56,19,1,MEMORY
57,100,2,SIMD
58,44,4,MEMORY
59,13,4,FMULT
