id,workload,max_width,tasktype
0,7,2,MEMORY
1,83,2,MEMORY
2,98,2,MEMORY
3,12,1,MEMORY
4,14,2,SIMD
5,50,1,SIMD
6,1,1,MEMORY
7,3,2,MEMORY
8,72,2,SIMD
9,42,1,MEMORY
10,26,4,SIMD
11,65,2,SIMD
12,17,1,MEMORY
13,22,2,MEMORY
14,60,4,SIMD
15,94,4,MEMORY
16,1,1,SIMD
17,22,1,FMULT
18,99,2,FMULT
19,21,2,SIMD
20,92,4,FMULT
21,13,4,SIMD
22,17,1,MEMORY
23,28,2,FMULT
24,31,4,MEMORY
25,49,4,SIMD
26,17,2,MEMORY
27,99,2,SIMD
28,29,1,MEMORY
29,87,4,FMULT
30,56,2,FMULT
31,23,4,FMULT
32,31,1,MEMORY
33,68,4,MEMORY
34,50,1,FMULT
35,22,2,FMULT
36,36,1,SIMD
37,38,2,MEMORY
38,62,4,SIMD
39,1,4,MEMORY
40,95,4,FMULT
41,30,2,SIMD
42,83,2,MEMORY
43,76,4,FMULT
44,64,4,FMULT
45,81,2,FMULT
46,25,1,MEMORY
47,1,2,FMULT
48,27,4,FMULT
49,43,4,FMULT
