id,workload,max_width,tasktype
0,63,4,SIMD
1,94,2,SIMD
2,57,4,MEMORY
3,79,2,MEMORY
4,9,4,FMULT
5,29,4,SIMD
6,60,2,SIMD
7,99,4,MEMORY
8,44,1,MEMORY
9,99,4,SIMD
10,76,4,FMULT
11,62,2,FMULT
12,19,4,MEMORY
13,48,1,FMULT
14,66,4,SIMD
15,5,1,SIMD
16,42,1,MEMORY
17,85,2,SIMD
18,52,2,FMULT
19,48,2,SIMD
20,30,1,MEMORY
21,1,2,SIMD
22,74,4,SIMD
23,63,4,FMULT
24,93,4,SIMD
25,35,1,SIMD
26,37,1,MEMORY
27,40,2,MEMORY
28,4,1,SIMD
29,74,2,SIMD
30,44,1,SIMD
31,19,4,MEMORY
32,49,2,FMULT
33,62,2,FMULT
34,13,2,FMULT
35,58,2,FMULT
36,95,2,FMULT
37,49,2,SIMD
38,73,2,FMULT
39,91,2,SIMD
40,33,2,SIMD
41,12,4,MEMORY
42,8,2,FMULT
43,48,4,FMULT
44,93,2,MEMORY
45,46,4,FMULT
46,29,4,FMULT
47,92,2,FMULT
48,52,4,FMULT
49,85,2,FMULT
