id,workload,max_width,tasktype
0,78,4,FMULT
1,8,1,SIMD
2,35,2,SIMD
3,97,4,SIMD
4,21,1,FMULT
5,82,2,FMULT
6,2,4,FMULT
7,63,4,SIMD
8,9,2,FMULT
9,82,4,FMULT
10,3,1,MEMORY
11,74,2,SIMD
12,19,2,SIMD
13,19,1,SIMD
14,22,4,FMULT
15,36,2,MEMORY
16,71,4,SIMD
17,2,1,MEMORY
18,4,1,FMULT
19,28,2,MEMORY
20,10,4,MEMORY
21,31,1,MEMORY
22,60,4,SIMD
23,50,4,SIMD
24,20,1,MEMORY
25,33,2,MEMORY
26,45,4,FMULT
27,23,4,MEMORY
28,25,2,FMULT
29,1,4,FMULT
30,74,4,MEMORY
31,78,4,MEMORY
32,34,4,SIMD
33,40,4,MEMORY
34,78,4,FMULT
35,42,1,MEMORY
36,1,2,FMULT
37,68,4,SIMD
38,24,4,FMULT
39,51,4,FMULT
40,29,4,FMULT
41,12,4,FMULT
42,1,2,MEMORY
43,72,2,SIMD
44,38,2,SIMD
45,58,4,FMULT
46,25,1,FMULT
47,24,4,SIMD
48,46,4,FMULT
49,66,2,MEMORY
50,48,4,MEMORY
51,82,2,SIMD
52,65,4,MEMORY
53,47,1,SIMD
54,77,2,MEMORY
55,13,2,FMULT
56,6,4,MEMORY
57,99,2,MEMORY
58,45,1,MEMORY
59,76,4,FMULT
