id,workload,max_width,tasktype
0,90,4,FMULT
1,18,1,SIMD
2,25,1,MEMORY
3,16,1,MEMORY
4,74,4,FMULT
5,72,2,FMULT
6,25,2,FMULT
7,8,4,FMULT
8,38,4,MEMORY
9,39,4,MEMORY
10,27,1,MEMORY
11,14,2,SIMD
12,56,2,SIMD
13,59,4,MEMORY
14,22,1,SIMD
15,69,2,FMULT
16,10,2,FMULT
17,16,4,MEMORY
18,31,4,MEMORY
19,1,2,MEMORY
20,15,1,FMULT
21,1,1,MEMORY
22,40,2,SIMD
23,4,2,MEMORY
24,50,2,SIMD
25,62,4,SIMD
26,90,4,MEMORY
27,18,4,FMULT
28,73,4,SIMD
29,5,4,SIMD
30,54,2,FMULT
31,36,2,MEMORY
32,83,4,FMULT
33,2,4,MEMORY
34,33,2,MEMORY
35,62,2,FMULT
36,44,1,SIMD
37,72,2,MEMORY
38,45,1,MEMORY
39,33,2,MEMORY
