id,workload,max_width,tasktype
0,77,2,MEMORY
1,27,1,MEMORY
2,5,1,FMULT
3,62,2,SIMD
4,34,2,SIMD
5,40,4,SIMD
6,68,2,MEMORY
7,73,4,SIMD
8,3,2,FMULT
9,62,4,MEMORY
10,89,4,SIMD
11,5,1,SIMD
12,66,4,FMULT
13,60,2,SIMD
14,89,2,FMULT
15,35,4,MEMORY
16,92,4,MEMORY
17,90,2,MEMORY
18,79,4,SIMD
19,73,2,SIMD
20,10,1,MEMORY
21,25,4,FMULT
22,27,1,FMULT
23,96,4,MEMORY
24,76,4,MEMORY
25,21,2,FMULT
26,22,4,FMULT
27,51,2,MEMORY
28,26,2,SIMD
29,1,1,FMULT
30,22,2,FMULT
31,89,2,MEMORY
32,59,2,FMULT
33,43,1,MEMORY
34,84,2,SIMD
35,18,2,FMULT
36,63,2,SIMD
37,49,2,MEMORY
38,40,2,FMULT
39,62,2,FMULT
40,19,1,MEMORY
41,90,2,MEMORY
42,14,4,SIMD
43,88,4,MEMORY
44,25,1,FMULT
45,13,2,SIMD
46,6,4,FMULT
47,67,4,SIMD
48,12,4,MEMORY
49,29,1,FMULT
50,16,4,FMULT
51,82,4,SIMD
52,76,2,MEMORY
53,26,1,FMULT
54,55,2,SIMD
55,93,4,MEMORY
56,14,4,MEMORY
57,91,2,SIMD
58,47,1,MEMORY
59,26,1,MEMORY
