id,workload,max_width,tasktype
0,36,1,FMULT
1,11,1,SIMD
2,39,4,SIMD
3,52,4,MEMORY
4,3,2,SIMD
5,3,1,FMULT
6,91,2,FMULT
7,7,2,SIMD
8,90,2,FMULT
9,20,4,MEMORY
10,32,1,MEMORY
11,20,1,FMULT
12,81,4,SIMD
13,25,1,SIMD
14,66,4,SIMD
15,14,2,SIMD
16,93,2,FMULT
17,8,4,MEMORY
18,49,2,MEMORY
19,93,2,FMULT
20,38,2,FMULT
21,44,4,MEMORY
22,1,4,FMULT
23,83,4,SIMD
24,35,2,SIMD
25,15,4,MEMORY
26,5,2,FMULT
27,81,4,FMULT
28,8,4,SIMD
29,77,2,MEMORY
30,1,2,FMULT
31,75,4,FMULT
32,62,2,SIMD
33,1,1,SIMD
34,49,4,MEMORY
35,71,4,SIMD
36,56,2,FMULT
37,43,2,FMULT
38,23,2,FMULT
39,9,2,MEMORY
