id,workload,max_width,tasktype
0,82,2,MEMORY
1,84,2,FMULT
2,29,1,MEMORY
3,12,4,FMULT
4,20,1,SIMD
5,63,4,SIMD
6,100,2,FMULT
7,11,2,FMULT
8,26,1,FMULT
9,14,2,MEMORY
10,45,2,MEMORY
11,8,2,MEMORY
12,43,1,MEMORY
13,53,2,SIMD
14,60,4,MEMORY
15,29,1,MEMORY
16,95,4,FMULT
17,49,2,MEMORY
18,79,4,SIMD
19,23,2,MEMORY
20,48,1,FMULT
21,8,4,FMULT
22,85,4,SIMD
23,16,4,SIMD
24,17,2,FMULT
25,53,4,MEMORY
26,98,4,FMULT
27,53,4,SIMD
28,27,4,SIMD
29,1,4,SIMD
30,91,4,SIMD
31,18,4,FMULT
32,91,2,SIMD
33,41,2,FMULT
34,68,4,MEMORY
35,51,4,MEMORY
36,10,4,SIMD
37,12,1,FMULT
38,43,1,SIMD
39,64,4,MEMORY
40,3,4,MEMORY
41,37,2,SIMD
42,17,4,SIMD
43,98,4,MEMORY
44,61,4,FMULT
45,49,1,MEMORY
46,23,2,FMULT
47,39,2,FMULT
48,68,4,FMULT
49,49,4,SIMD
