id,workload,max_width,tasktype
0,29,1,FMULT
1,5,4,FMULT
2,40,2,SIMD
3,72,4,MEMORY
4,90,4,MEMORY
5,62,2,FMULT
6,81,4,MEMORY
7,94,4,FMULT
8,30,4,FMULT
9,94,2,SIMD
10,41,4,FMULT
11,71,4,FMULT
12,33,4,FMULT
13,12,1,MEMORY
14,3,4,FMULT
15,100,2,MEMORY
16,97,2,FMULT
17,91,2,MEMORY
18,3,1,SIMD
19,50,4,MEMORY
20,37,4,FMULT
21,17,2,SIMD
22,19,2,MEMORY
23,96,4,MEMORY
24,32,4,SIMD
25,37,2,MEMORY
26,99,4,MEMORY
27,65,4,SIMD
28,2,4,SIMD
29,39,4,SIMD
30,32,2,MEMORY
31,1,2,FMULT
32,9,4,SIMD
33,63,4,SIMD
34,52,4,FMULT
35,27,1,FMULT
36,94,4,MEMORY
37,22,2,FMULT
38,92,4,SIMD
39,81,2,MEMORY
