id,workload,max_width,tasktype
0,15,1,FMULT
1,36,2,FMULT
2,37,2,MEMORY
3,29,1,FMULT
4,12,4,SIMD
5,38,4,FMULT
6,88,2,MEMORY
7,43,4,FMULT
8,57,2,MEMORY
9,35,4,MEMORY
10,6,4,MEMORY
11,20,2,MEMORY
12,33,2,FMULT
13,22,1,FMULT
14,56,4,MEMORY
15,29,4,SIMD
16,45,4,FMULT
17,18,2,FMULT
18,30,1,SIMD
19,63,4,FMULT
20,89,4,SIMD
21,94,2,SIMD
22,94,4,FMULT
23,98,4,SIMD
24,55,4,FMULT
25,36,2,FMULT
26,3,2,SIMD
27,88,4,SIMD
28,44,4,MEMORY
29,92,2,SIMD
30,92,4,FMULT
31,63,2,MEMORY
32,47,2,SIMD
33,97,2,MEMORY
34,49,4,SIMD
35,76,4,MEMORY
36,93,2,SIMD
37,26,4,MEMORY
38,63,2,FMULT
39,94,2,FMULT
