id,workload,max_width,tasktype
0,28,2,SIMD
1,52,4,FMULT
2,9,2,FMULT
3,45,1,SIMD
4,76,2,MEMORY
5,45,1,SIMD
6,65,2,FMULT
7,5,1,SIMD
8,7,2,MEMORY
9,67,4,FMULT
10,56,4,SIMD
11,73,4,MEMORY
12,55,4,FMULT
13,18,1,MEMORY
14,81,4,MEMORY
15,2,4,FMULT
16,2,4,SIMD
17,90,2,MEMORY
18,80,2,FMULT
19,1,1,SIMD
20,15,4,MEMORY
21,99,4,FMULT
22,24,2,MEMORY
23,92,4,MEMORY
24,32,4,MEMORY
25,48,1,SIMD
26,23,4,MEMORY
27,45,1,SIMD
28,70,2,MEMORY
29,14,2,SIMD
30,88,4,SIMD
31,1,1,SIMD
32,28,2,MEMORY
33,31,2,SIMD
34,11,4,FMULT
35,74,2,FMULT
36,2,2,MEMORY
37,64,4,MEMORY
38,15,2,FMULT
39,12,1,SIMD
40,71,2,FMULT
41,8,4,FMULT
42,69,4,FMULT
43,89,4,SIMD
44,27,1,MEMORY
45,89,2,SIMD
46,37,4,MEMORY
47,97,2,MEMORY
48,14,1,SIMD
49,82,2,FMULT
