id,workload,max_width,tasktype
0,19,1,FMULT
1,73,2,SIMD
2,5,4,FMULT
3,42,4,FMULT
4,95,4,MEMORY
5,40,1,FMULT
6,96,2,FMULT
7,42,1,SIMD
8,57,4,SIMD
9,8,2,FMULT
10,47,1,SIMD
11,9,2,SIMD
12,47,1,SIMD
13,88,4,FMULT
14,94,2,MEMORY
15,29,2,MEMORY
16,87,2,FMULT
17,32,1,MEMORY
18,62,4,MEMORY
19,59,2,MEMORY
20,10,2,SIMD
21,61,2,MEMORY
22,71,4,FMULT
23,88,4,SIMD
24,84,4,MEMORY
25,60,4,MEMORY
26,11,1,FMULT
27,49,1,MEMORY
28,40,1,SIMD
29,98,2,MEMORY
30,76,4,FMULT
31,47,1,MEMORY
32,87,2,FMULT
33,46,4,FMULT
34,23,2,SIMD
35,21,4,MEMORY
36,5,2,SIMD
37,28,2,FMULT
38,53,2,MEMORY
39,33,1,MEMORY
40,62,4,MEMORY
41,43,4,MEMORY
42,41,2,FMULT
43,70,4,MEMORY
44,69,4,FMULT
45,5,4,SIMD
46,17,1,FMULT
47,50,2,MEMORY
48,65,2,MEMORY
49,93,2,MEMORY
50,80,2,MEMORY
51,9,2,MEMORY
52,51,4,FMULT
53,73,2,MEMORY
54,66,2,SIMD
55,49,4,MEMORY
56,45,1,FMULT
57,86,2,FMULT
58,45,1,MEMORY
59,10,2,SIMD
